QGC WPL 110
0	1	0	16	0	0	0	0	2,909	101.699	3	1
1	0	10	16	1	0	0	0	2.469003987	102.3917227	10	1
2	0	10	184	9	1900	1	6	0	0	0	1
3	0	10	93	3	0	0	0	0	0	0	1
4	0	10	16	1	0	0	0	2.469004795	102.3917962	10	1
5	0	10	184	9	1900	1	6	0	0	0	1
6	0	10	93	3	0	0	0	0	0	0	1
7	0	10	16	1	0	0	0	2.469004927	102.392028	10	1
8	0	10	184	9	1900	1	6	0	0	0	1
9	0	10	93	3	0	0	0	0	0	0	1
10	0	10	16	1	0	0	0	2.469005058	102.3921802	10	1
11	0	10	184	9	1900	1	6	0	0	0	1
12	0	10	93	3	0	0	0	0	0	0	1
13	0	10	16	1	0	0	0	2.469005058	102.3923332	10	1
14	0	10	184	9	1900	1	6	0	0	0	1
15	0	10	93	3	0	0	0	0	0	0	1
16	0	10	16	1	0	0	0	2.46900532	102.392483	10	1
17	0	10	184	9	1900	1	6	0	0	0	1
18	0	10	93	3	0	0	0	0	0	0	1
19	0	10	16	1	0	0	0	2.469005451	102.3919498	10	1
20	0	10	184	9	1900	1	6	0	0	0	1
21	0	10	93	3	0	0	0	0	0	0	1
22	0	10	16	1	0	0	0	2.469005517	102.3918754	10	1
23	0	10	184	9	1900	1	6	0	0	0	1
24	0	10	93	3	0	0	0	0	0	0	1
25	0	10	16	1	0	0	0	2.469005845	102.3922555	10	1
26	0	10	184	9	1900	1	6	0	0	0	1
27	0	10	93	3	0	0	0	0	0	0	1
28	0	10	16	1	0	0	0	2.46900637	102.3921025	10	1
29	0	10	184	9	1900	1	6	0	0	0	1
30	0	10	93	3	0	0	0	0	0	0	1
31	0	10	16	1	0	0	0	2.46900637	102.3924082	10	1
32	0	10	184	9	1900	1	6	0	0	0	1
33	0	10	93	3	0	0	0	0	0	0	1
34	0	10	16	1	0	0	0	2.469072755	102.3922175	10	1
35	0	10	184	9	1900	1	6	0	0	0	1
36	0	10	93	3	0	0	0	0	0	0	1
37	0	10	16	1	0	0	0	2.469071968	102.3922951	10	1
38	0	10	184	9	1900	1	6	0	0	0	1
39	0	10	93	3	0	0	0	0	0	0	1
40	0	10	16	1	0	0	0	2.469071837	102.3919876	10	1
41	0	10	184	9	1900	1	6	0	0	0	1
42	0	10	93	3	0	0	0	0	0	0	1
43	0	10	16	1	0	0	0	2.469071705	102.3923702	10	1
44	0	10	184	9	1900	1	6	0	0	0	1
45	0	10	93	3	0	0	0	0	0	0	1
46	0	10	16	1	0	0	0	2.469071705	102.3924434	10	1
47	0	10	184	9	1900	1	6	0	0	0	1
48	0	10	93	3	0	0	0	0	0	0	1
49	0	10	16	1	0	0	0	2.469071443	102.3920658	10	1
50	0	10	184	9	1900	1	6	0	0	0	1
51	0	10	93	3	0	0	0	0	0	0	1
52	0	10	16	1	0	0	0	2.469070918	102.3921411	10	1
