1.200000000000000000e+01,2.469069278000000089e+00,1.023917593999999980e+02,6.572868347000000711e+01
1.300000000000000000e+01,2.469069736999999876e+00,1.023918365999999907e+02,6.542415619000000504e+01
1.400000000000000000e+01,2.469069960000000119e+00,1.023916845999999907e+02,6.667660521999999901e+01
1.500000000000000000e+01,2.469070524999999794e+00,1.023919112000000098e+02,6.457353209999999422e+01
1.600000000000000000e+01,2.469070918000000336e+00,1.023921411000000035e+02,6.369078063999999983e+01
1.700000000000000000e+01,2.469071443000000254e+00,1.023920657999999975e+02,6.338177109000000087e+01
1.800000000000000000e+01,2.469071705000000172e+00,1.023924434000000048e+02,6.640476227000000620e+01
1.900000000000000000e+01,2.469071705000000172e+00,1.023923702000000020e+02,6.550281524999999760e+01
2.000000000000000000e+01,2.469071836999999991e+00,1.023919875999999931e+02,6.450333405000000653e+01
2.100000000000000000e+01,2.469071968000000172e+00,1.023922950999999841e+02,6.480976868000000479e+01
2.200000000000000000e+01,2.469072755000000008e+00,1.023922175000000010e+02,6.476599120999999570e+01
