3.300000000000000000e+01,2.469199884000000011e+00,1.023918338000000006e+02,6.586421203999999818e+01
3.400000000000000000e+01,2.469200868000000160e+00,1.023916810999999996e+02,6.687966919000000132e+01
3.500000000000000000e+01,2.469202114000000226e+00,1.023922167000000059e+02,6.511634827000000314e+01
3.600000000000000000e+01,2.469203164000000061e+00,1.023919879000000037e+02,6.535091400000000306e+01
3.700000000000000000e+01,2.469203164000000061e+00,1.023921387000000038e+02,6.381232071000000161e+01
3.800000000000000000e+01,2.469203688999999979e+00,1.023920624000000004e+02,6.505054474000000653e+01
3.900000000000000000e+01,2.469203820000000160e+00,1.023917590999999874e+02,6.681634520999999438e+01
4.000000000000000000e+01,2.469203950999999897e+00,1.023922945999999996e+02,6.513827514999999835e+01
4.100000000000000000e+01,2.469205263000000095e+00,1.023923647000000017e+02,6.562832641999999339e+01
4.200000000000000000e+01,2.469205656999999832e+00,1.023919097000000136e+02,6.522154236000000083e+01
