QGC WPL 110
0	1	0	16	0	0	0	0	2.909	101.699	7	1
1	0	10	16	1	0	0	0	-3.08271	115.00242	5	1
2	0	10	184	9	1900	1	10	0	0	0	1
3	0	10	93	5	0	0	0	0	0	0	1
4	0	10	16	1	0	0	0	-3.08279	115.00242	5	1
5	0	10	184	9	1900	1	10	0	0	0	1
6	0	10	93	5	0	0	0	0	0	0	1
7	0	10	16	1	0	0	0	-3.0826599999999997	115.00237	5	1
8	0	10	184	9	1900	1	10	0	0	0	1
9	0	10	93	5	0	0	0	0	0	0	1
10	0	10	16	1	0	0	0	-3.0827400000000003	115.00237	5	1
11	0	10	184	9	1900	1	10	0	0	0	1
12	0	10	93	5	0	0	0	0	0	0	1
13	0	10	16	1	0	0	0	-3.08281	115.00237	5	1
14	0	10	184	9	1900	1	10	0	0	0	1
15	0	10	93	5	0	0	0	0	0	0	1
16	0	10	16	1	0	0	0	-3.08265	115.00249	5	1
17	0	10	184	9	1900	1	10	0	0	0	1
18	0	10	93	5	0	0	0	0	0	0	1
19	0	10	16	1	0	0	0	-3.08275	115.00248	5	1
20	0	10	184	9	1900	1	10	0	0	0	1
21	0	10	93	5	0	0	0	0	0	0	1
22	0	10	16	1	0	0	0	-3.08283	115.00248	5	1
23	0	10	184	9	1900	1	10	0	0	0	1
24	0	10	93	5	0	0	0	0	0	0	1
25	0	10	16	1	0	0	0	-3.08268	115.00231000000001	5	1
26	0	10	184	9	1900	1	10	0	0	0	1
27	0	10	93	5	0	0	0	0	0	0	1
28	0	10	16	1	0	0	0	-3.0828599999999997	115.00242	5	1
29	0	10	184	9	1900	1	10	0	0	0	1
30	0	10	93	5	0	0	0	0	0	0	1
31	0	10	16	1	0	0	0	-3.08287	115.00237	5	1
32	0	10	184	9	1900	1	10	0	0	0	1
33	0	10	93	5	0	0	0	0	0	0	1
34	0	10	16	1	0	0	0	-3.08282	115.00231000000001	5	1
35	0	10	184	9	1900	1	10	0	0	0	1
36	0	10	93	5	0	0	0	0	0	0	1
37	0	10	16	1	0	0	0	-3.08258	115.00237	5	1
38	0	10	184	9	1900	1	10	0	0	0	1
39	0	10	93	5	0	0	0	0	0	0	1
40	0	10	16	1	0	0	0	-3.08275	115.00228999999999	5	1
41	0	10	184	9	1900	1	10	0	0	0	1
42	0	10	93	5	0	0	0	0	0	0	1
43	0	10	16	1	0	0	0	-3.08262	115.00232	5	1
44	0	10	184	9	1900	1	10	0	0	0	1
45	0	10	93	5	0	0	0	0	0	0	1
46	0	10	16	1	0	0	0	-3.0829	115.00232	5	1
47	0	10	184	9	1900	1	10	0	0	0	1
48	0	10	93	5	0	0	0	0	0	0	1
49	0	10	16	1	0	0	0	-3.0826	115.00256	5	1
50	0	10	184	9	1900	1	10	0	0	0	1
51	0	10	93	5	0	0	0	0	0	0	1
52	0	10	16	1	0	0	0	-3.0827	115.00256	5	1
53	0	10	184	9	1900	1	10	0	0	0	1
54	0	10	93	5	0	0	0	0	0	0	1
55	0	10	16	1	0	0	0	-3.08265	115.00263000000001	5	1
56	0	10	184	9	1900	1	10	0	0	0	1
57	0	10	93	5	0	0	0	0	0	0	1
58	0	10	16	1	0	0	0	-3.08279	115.00256	5	1
59	0	10	184	9	1900	1	10	0	0	0	1
60	0	10	93	5	0	0	0	0	0	0	1
61	0	10	16	1	0	0	0	-3.08292	115.00242	5	1
62	0	10	184	9	1900	1	10	0	0	0	1
