QGC WPL 110
0	1	0	16	0	0	0	0	2.909	101.699	5	1
1	0	10	16	1	0	0	0	2.9096627496900003	101.65537541100001	5	1
2	0	10	184	9	1900	1	6	0	0	0	1
3	0	10	93	3	0	0	0	0	0	0	1
4	0	10	16	1	0	0	0	2.9096319485000004	101.65526961	5	1
5	0	10	184	9	1900	1	6	0	0	0	1
6	0	10	93	3	0	0	0	0	0	0	1
7	0	10	16	1	0	0	0	2.90949081859	101.65521116200001	5	1
8	0	10	184	9	1900	1	6	0	0	0	1
9	0	10	93	3	0	0	0	0	0	0	1
10	0	10	16	1	0	0	0	2.90951935084	101.655304497	5	1
11	0	10	184	9	1900	1	6	0	0	0	1
12	0	10	93	3	0	0	0	0	0	0	1
13	0	10	16	1	0	0	0	2.90955006444	101.65540405	5	1
14	0	10	184	9	1900	1	6	0	0	0	1
15	0	10	93	3	0	0	0	0	0	0	1
16	0	10	16	1	0	0	0	2.90958705943	101.65550351700001	5	1
17	0	10	184	9	1900	1	6	0	0	0	1
18	0	10	93	3	0	0	0	0	0	0	1
19	0	10	16	1	0	0	0	2.90948699519	101.655536147	5	1
20	0	10	184	9	1900	1	6	0	0	0	1
21	0	10	93	3	0	0	0	0	0	0	1
22	0	10	16	1	0	0	0	2.90946049838	101.65543861799999	5	1
23	0	10	184	9	1900	1	6	0	0	0	1
24	0	10	93	3	0	0	0	0	0	0	1
25	0	10	16	1	0	0	0	2.90942966811	101.655330735	5	1
26	0	10	184	9	1900	1	6	0	0	0	1
27	0	10	93	3	0	0	0	0	0	0	1
28	0	10	16	1	0	0	0	2.9093905210699997	101.655227133	5	1
29	0	10	184	9	1900	1	6	0	0	0	1
30	0	10	93	3	0	0	0	0	0	0	1
31	0	10	16	1	0	0	0	2.90936012851	101.65515048700001	5	1
32	0	10	184	9	1900	1	6	0	0	0	1
33	0	10	93	3	0	0	0	0	0	0	1
34	0	10	16	1	0	0	0	2.90928013389	101.65527032	5	1
35	0	10	184	9	1900	1	6	0	0	0	1
36	0	10	93	3	0	0	0	0	0	0	1
37	0	10	16	1	0	0	0	2.90937233275	101.65557314600001	5	1
38	0	10	184	9	1900	1	6	0	0	0	1
39	0	10	93	3	0	0	0	0	0	0	1
40	0	10	16	1	0	0	0	2.9093457192799996	101.65546728700001	5	1
41	0	10	184	9	1900	1	6	0	0	0	1
42	0	10	93	3	0	0	0	0	0	0	1
43	0	10	16	1	0	0	0	2.90931704121	101.65536353899999	5	1
44	0	10	184	9	1900	1	6	0	0	0	1
45	0	10	93	3	0	0	0	0	0	0	1
46	0	10	16	1	0	0	0	2.90924723912	101.65516454899999	5	1
47	0	10	184	9	1900	1	6	0	0	0	1
48	0	10	93	3	0	0	0	0	0	0	1
49	0	10	16	1	0	0	0	2.90913879986	101.655197295	5	1
50	0	10	184	9	1900	1	6	0	0	0	1
51	0	10	93	3	0	0	0	0	0	0	1
52	0	10	16	1	0	0	0	2.9091822218700005	101.65530708700001	5	1
53	0	10	184	9	1900	1	6	0	0	0	1
54	0	10	93	3	0	0	0	0	0	0	1
55	0	10	16	1	0	0	0	2.90922546886	101.65540438299999	5	1
56	0	10	184	9	1900	1	6	0	0	0	1
57	0	10	93	3	0	0	0	0	0	0	1
